sentence,label,group,source
The songs the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The songs the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The songs the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The songs the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The songs the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The songs the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The songs the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The songs the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The songs the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The songs the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The songs the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The songs the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The songs the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The songs the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The songs the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The songs the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The songs the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The songs the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The songs the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The songs the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the guards like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the guards admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the guards hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the guards love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the chefs like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the chefs admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the chefs hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the chefs love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the architects like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the architects admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the architects hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the architects love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the skaters like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the skaters admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the skaters hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the skaters love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the dancers like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the dancers admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the dancers hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the dancers love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The pictures the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the guards like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the guards admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the guards hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the guards love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the chefs like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the chefs admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the chefs hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the chefs love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the architects like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the architects admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the architects hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the architects love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the skaters like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the skaters admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the skaters hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the skaters love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the dancers like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the dancers admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the dancers hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the dancers love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The paintings the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the guards like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the guards admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the guards hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the guards love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the chefs like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the chefs admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the chefs hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the chefs love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the architects like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the architects admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the architects hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the architects love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the skaters like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the skaters admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the skaters hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the skaters love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the dancers like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the dancers admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the dancers hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the dancers love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The novels the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The novels the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The novels the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The novels the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the guards like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the guards admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the guards hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the guards love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the chefs like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the chefs admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the chefs hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the chefs love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the architects like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the architects admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the architects hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the architects love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the skaters like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the skaters admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the skaters hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the skaters love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the dancers like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the dancers admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the dancers hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the dancers love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The poems the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The poems the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The poems the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The poems the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the guards like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the guards admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the guards hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the guards love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the chefs like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the chefs admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the chefs hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the chefs love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the architects like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the architects admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the architects hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the architects love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the skaters like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the skaters admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the skaters hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the skaters love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the dancers like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the dancers admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the dancers hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the dancers love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the ministers like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the ministers admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the ministers hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the ministers love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the taxi drivers like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the taxi drivers admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the taxi drivers hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the taxi drivers love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the assistants like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the assistants admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the assistants hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the assistants love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the executives like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the executives admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the executives hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the executives love,1,ML,obj_rel_no_comp_across_inanim_all
The shows the parents like,1,ML,obj_rel_no_comp_across_inanim_all
The shows the parents admire,1,ML,obj_rel_no_comp_across_inanim_all
The shows the parents hate,1,ML,obj_rel_no_comp_across_inanim_all
The shows the parents love,1,ML,obj_rel_no_comp_across_inanim_all
The movies the guard likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the guard admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the guard hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the guard loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the chef likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the chef admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the chef hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the chef loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the architect likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the architect admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the architect hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the architect loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the skater likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the skater admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the skater hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the skater loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the dancer likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the dancer admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the dancer hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the dancer loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the minister likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the minister admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the minister hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the minister loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the taxi driver likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the taxi driver admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the taxi driver hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the taxi driver loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the assistant likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the assistant admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the assistant hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the assistant loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the executive likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the executive admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the executive hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the executive loves,1,ML,obj_rel_no_comp_across_inanim_all
The movies the parent likes,1,ML,obj_rel_no_comp_across_inanim_all
The movies the parent admires,1,ML,obj_rel_no_comp_across_inanim_all
The movies the parent hates,1,ML,obj_rel_no_comp_across_inanim_all
The movies the parent loves,1,ML,obj_rel_no_comp_across_inanim_all
The books the guard likes,1,ML,obj_rel_no_comp_across_inanim_all
The books the guard admires,1,ML,obj_rel_no_comp_across_inanim_all
The books the guard hates,1,ML,obj_rel_no_comp_across_inanim_all
The books the guard loves,1,ML,obj_rel_no_comp_across_inanim_all
The books the chef likes,1,ML,obj_rel_no_comp_across_inanim_all
The books the chef admires,1,ML,obj_rel_no_comp_across_inanim_all
The books the chef hates,1,ML,obj_rel_no_comp_across_inanim_all
The books the chef loves,1,ML,obj_rel_no_comp_across_inanim_all
The books the architect likes,1,ML,obj_rel_no_comp_across_inanim_all
The books the architect admires,1,ML,obj_rel_no_comp_across_inanim_all
The books the architect hates,1,ML,obj_rel_no_comp_across_inanim_all
The books the architect loves,1,ML,obj_rel_no_comp_across_inanim_all
The books the skater likes,1,ML,obj_rel_no_comp_across_inanim_all
The books the skater admires,1,ML,obj_rel_no_comp_across_inanim_all
The books the skater hates,1,ML,obj_rel_no_comp_across_inanim_all
The books the skater loves,1,ML,obj_rel_no_comp_across_inanim_all
The books the dancer likes,1,ML,obj_rel_no_comp_across_inanim_all
The books the dancer admires,1,ML,obj_rel_no_comp_across_inanim_all
The books the dancer hates,1,ML,obj_rel_no_comp_across_inanim_all
