sentence,label,group,source
The pilots the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The pilots the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The pilots the executives love,1,ML,obj_rel_no_comp_across_anim_all
The pilots the parents like,1,ML,obj_rel_no_comp_across_anim_all
The pilots the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The pilots the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The pilots the parents love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the guards like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the guards love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the architects like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the architects love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the executives like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the executives love,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the parents like,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The surgeons the parents love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the guards like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the guards love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the architects like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the architects love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the executives like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the executives love,1,ML,obj_rel_no_comp_across_anim_all
The farmers the parents like,1,ML,obj_rel_no_comp_across_anim_all
The farmers the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The farmers the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The farmers the parents love,1,ML,obj_rel_no_comp_across_anim_all
The managers the guards like,1,ML,obj_rel_no_comp_across_anim_all
The managers the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the guards love,1,ML,obj_rel_no_comp_across_anim_all
The managers the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The managers the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The managers the architects like,1,ML,obj_rel_no_comp_across_anim_all
The managers the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the architects love,1,ML,obj_rel_no_comp_across_anim_all
The managers the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The managers the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The managers the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The managers the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The managers the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The managers the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The managers the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The managers the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The managers the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The managers the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The managers the executives like,1,ML,obj_rel_no_comp_across_anim_all
The managers the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the executives love,1,ML,obj_rel_no_comp_across_anim_all
The managers the parents like,1,ML,obj_rel_no_comp_across_anim_all
The managers the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The managers the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The managers the parents love,1,ML,obj_rel_no_comp_across_anim_all
The customers the guards like,1,ML,obj_rel_no_comp_across_anim_all
The customers the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the guards love,1,ML,obj_rel_no_comp_across_anim_all
The customers the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The customers the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The customers the architects like,1,ML,obj_rel_no_comp_across_anim_all
The customers the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the architects love,1,ML,obj_rel_no_comp_across_anim_all
The customers the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The customers the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The customers the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The customers the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The customers the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The customers the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The customers the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The customers the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The customers the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The customers the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The customers the executives like,1,ML,obj_rel_no_comp_across_anim_all
The customers the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the executives love,1,ML,obj_rel_no_comp_across_anim_all
The customers the parents like,1,ML,obj_rel_no_comp_across_anim_all
The customers the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The customers the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The customers the parents love,1,ML,obj_rel_no_comp_across_anim_all
The officers the guards like,1,ML,obj_rel_no_comp_across_anim_all
The officers the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the guards love,1,ML,obj_rel_no_comp_across_anim_all
The officers the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The officers the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The officers the architects like,1,ML,obj_rel_no_comp_across_anim_all
The officers the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the architects love,1,ML,obj_rel_no_comp_across_anim_all
The officers the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The officers the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The officers the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The officers the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The officers the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The officers the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The officers the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The officers the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The officers the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The officers the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The officers the executives like,1,ML,obj_rel_no_comp_across_anim_all
The officers the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the executives love,1,ML,obj_rel_no_comp_across_anim_all
The officers the parents like,1,ML,obj_rel_no_comp_across_anim_all
The officers the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The officers the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The officers the parents love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the guards like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the guards love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the architects like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the architects love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the executives like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the executives love,1,ML,obj_rel_no_comp_across_anim_all
The teachers the parents like,1,ML,obj_rel_no_comp_across_anim_all
The teachers the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The teachers the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The teachers the parents love,1,ML,obj_rel_no_comp_across_anim_all
The senators the guards like,1,ML,obj_rel_no_comp_across_anim_all
The senators the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the guards love,1,ML,obj_rel_no_comp_across_anim_all
The senators the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The senators the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The senators the architects like,1,ML,obj_rel_no_comp_across_anim_all
The senators the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the architects love,1,ML,obj_rel_no_comp_across_anim_all
The senators the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The senators the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The senators the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The senators the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The senators the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The senators the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The senators the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The senators the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The senators the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The senators the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The senators the executives like,1,ML,obj_rel_no_comp_across_anim_all
The senators the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the executives love,1,ML,obj_rel_no_comp_across_anim_all
The senators the parents like,1,ML,obj_rel_no_comp_across_anim_all
The senators the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The senators the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The senators the parents love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the guards like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the guards admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the guards hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the guards love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the chefs like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the chefs admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the chefs hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the chefs love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the architects like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the architects admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the architects hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the architects love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the skaters like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the skaters admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the skaters hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the skaters love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the dancers like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the dancers admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the dancers hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the dancers love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the ministers like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the ministers admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the ministers hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the ministers love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the taxi drivers like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the taxi drivers admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the taxi drivers hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the taxi drivers love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the assistants like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the assistants admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the assistants hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the assistants love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the executives like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the executives admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the executives hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the executives love,1,ML,obj_rel_no_comp_across_anim_all
The consultants the parents like,1,ML,obj_rel_no_comp_across_anim_all
The consultants the parents admire,1,ML,obj_rel_no_comp_across_anim_all
The consultants the parents hate,1,ML,obj_rel_no_comp_across_anim_all
The consultants the parents love,1,ML,obj_rel_no_comp_across_anim_all
The authors the guard likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the guard admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the guard hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the guard loves,1,ML,obj_rel_no_comp_across_anim_all
The authors the chef likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the chef admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the chef hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the chef loves,1,ML,obj_rel_no_comp_across_anim_all
The authors the architect likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the architect admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the architect hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the architect loves,1,ML,obj_rel_no_comp_across_anim_all
The authors the skater likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the skater admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the skater hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the skater loves,1,ML,obj_rel_no_comp_across_anim_all
The authors the dancer likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the dancer admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the dancer hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the dancer loves,1,ML,obj_rel_no_comp_across_anim_all
The authors the minister likes,1,ML,obj_rel_no_comp_across_anim_all
The authors the minister admires,1,ML,obj_rel_no_comp_across_anim_all
The authors the minister hates,1,ML,obj_rel_no_comp_across_anim_all
The authors the minister loves,1,ML,obj_rel_no_comp_across_anim_all
