sentence,label,group,source
Patrick,0,blimp,regular_plural_subject_verb_agreement_1
Laura,0,blimp,regular_plural_subject_verb_agreement_1
Noah,0,blimp,regular_plural_subject_verb_agreement_1
The senator,0,blimp,regular_plural_subject_verb_agreement_1
Cashiers,1,blimp,regular_plural_subject_verb_agreement_1
This blouse,0,blimp,regular_plural_subject_verb_agreement_1
That scarf,0,blimp,regular_plural_subject_verb_agreement_1
Benjamin,0,blimp,regular_plural_subject_verb_agreement_1
Bill,0,blimp,regular_plural_subject_verb_agreement_1
Gerald,0,blimp,regular_plural_subject_verb_agreement_1
Paul,0,blimp,regular_plural_subject_verb_agreement_1
Stacey,0,blimp,regular_plural_subject_verb_agreement_1
Melanie,0,blimp,regular_plural_subject_verb_agreement_1
Some dancers,1,blimp,regular_plural_subject_verb_agreement_1
All guests,1,blimp,regular_plural_subject_verb_agreement_1
Some prints,1,blimp,regular_plural_subject_verb_agreement_1
Many cashiers,1,blimp,regular_plural_subject_verb_agreement_1
Kristen,0,blimp,regular_plural_subject_verb_agreement_1
Many students,1,blimp,regular_plural_subject_verb_agreement_1
Bruce,0,blimp,regular_plural_subject_verb_agreement_1
Susan,0,blimp,regular_plural_subject_verb_agreement_1
That screen,0,blimp,regular_plural_subject_verb_agreement_1
Richard,0,blimp,regular_plural_subject_verb_agreement_1
Those adults,1,blimp,regular_plural_subject_verb_agreement_1
A hospital,0,blimp,regular_plural_subject_verb_agreement_1
These teachers,1,blimp,regular_plural_subject_verb_agreement_1
Some banks,1,blimp,regular_plural_subject_verb_agreement_1
Tamara,0,blimp,regular_plural_subject_verb_agreement_1
A committee,0,blimp,regular_plural_subject_verb_agreement_1
A lot of glaciers,1,blimp,regular_plural_subject_verb_agreement_1
These girls,1,blimp,regular_plural_subject_verb_agreement_1
The teachers,1,blimp,regular_plural_subject_verb_agreement_1
Cheryl,0,blimp,regular_plural_subject_verb_agreement_1
Ellen,0,blimp,regular_plural_subject_verb_agreement_1
Those senators,1,blimp,regular_plural_subject_verb_agreement_1
Sarah,0,blimp,regular_plural_subject_verb_agreement_1
Anne,0,blimp,regular_plural_subject_verb_agreement_1
Sherry,0,blimp,regular_plural_subject_verb_agreement_1
Sandra,0,blimp,regular_plural_subject_verb_agreement_1
Curtis,0,blimp,regular_plural_subject_verb_agreement_1
Stephen,0,blimp,regular_plural_subject_verb_agreement_1
Most boys,1,blimp,regular_plural_subject_verb_agreement_1
A doctor,0,blimp,regular_plural_subject_verb_agreement_1
Danielle,0,blimp,regular_plural_subject_verb_agreement_1
Many waitresses,1,blimp,regular_plural_subject_verb_agreement_1
Pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
The doctors,1,blimp,regular_plural_subject_verb_agreement_1
Martin,0,blimp,regular_plural_subject_verb_agreement_1
Natalie,0,blimp,regular_plural_subject_verb_agreement_1
Rhonda,0,blimp,regular_plural_subject_verb_agreement_1
All students,1,blimp,regular_plural_subject_verb_agreement_1
A lot of hamsters,1,blimp,regular_plural_subject_verb_agreement_1
An actress,0,blimp,regular_plural_subject_verb_agreement_1
The hamster,0,blimp,regular_plural_subject_verb_agreement_1
All actresses,1,blimp,regular_plural_subject_verb_agreement_1
Harvard University,0,blimp,regular_plural_subject_verb_agreement_1
A lot of cashiers,1,blimp,regular_plural_subject_verb_agreement_1
Holly,0,blimp,regular_plural_subject_verb_agreement_1
Lucille,0,blimp,regular_plural_subject_verb_agreement_1
Irene,0,blimp,regular_plural_subject_verb_agreement_1
Stephanie,0,blimp,regular_plural_subject_verb_agreement_1
Every photograph,0,blimp,regular_plural_subject_verb_agreement_1
That student,0,blimp,regular_plural_subject_verb_agreement_1
Kevin,0,blimp,regular_plural_subject_verb_agreement_1
All children,1,blimp,regular_plural_subject_verb_agreement_1
The Balkans,1,blimp,regular_plural_subject_verb_agreement_1
Most guys,1,blimp,regular_plural_subject_verb_agreement_1
Kirsten,0,blimp,regular_plural_subject_verb_agreement_1
A lot of governments,1,blimp,regular_plural_subject_verb_agreement_1
Some boys,1,blimp,regular_plural_subject_verb_agreement_1
Some waitresses,1,blimp,regular_plural_subject_verb_agreement_1
Allison,0,blimp,regular_plural_subject_verb_agreement_1
This chicken,0,blimp,regular_plural_subject_verb_agreement_1
Many customers,1,blimp,regular_plural_subject_verb_agreement_1
The projector,0,blimp,regular_plural_subject_verb_agreement_1
These hospitals,1,blimp,regular_plural_subject_verb_agreement_1
Senators,1,blimp,regular_plural_subject_verb_agreement_1
All ladders,1,blimp,regular_plural_subject_verb_agreement_1
Jane,0,blimp,regular_plural_subject_verb_agreement_1
The waiters,1,blimp,regular_plural_subject_verb_agreement_1
Patients,1,blimp,regular_plural_subject_verb_agreement_1
Jill,0,blimp,regular_plural_subject_verb_agreement_1
Children,1,blimp,regular_plural_subject_verb_agreement_1
William,0,blimp,regular_plural_subject_verb_agreement_1
Julia,0,blimp,regular_plural_subject_verb_agreement_1
Some pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
The girl,0,blimp,regular_plural_subject_verb_agreement_1
John,0,blimp,regular_plural_subject_verb_agreement_1
Every customer,0,blimp,regular_plural_subject_verb_agreement_1
Brian,0,blimp,regular_plural_subject_verb_agreement_1
Some reports,1,blimp,regular_plural_subject_verb_agreement_1
Those pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
Some children,1,blimp,regular_plural_subject_verb_agreement_1
All ladies,1,blimp,regular_plural_subject_verb_agreement_1
Alexander,0,blimp,regular_plural_subject_verb_agreement_1
Most drivers,1,blimp,regular_plural_subject_verb_agreement_1
The adults,0,blimp,regular_plural_subject_verb_agreement_1
That art gallery,0,blimp,regular_plural_subject_verb_agreement_1
Dennis,0,blimp,regular_plural_subject_verb_agreement_1
Craig,0,blimp,regular_plural_subject_verb_agreement_1
Most shirts,1,blimp,regular_plural_subject_verb_agreement_1
Marcus,0,blimp,regular_plural_subject_verb_agreement_1
Associations,1,blimp,regular_plural_subject_verb_agreement_1
All associations,1,blimp,regular_plural_subject_verb_agreement_1
Scott,0,blimp,regular_plural_subject_verb_agreement_1
Rodney,0,blimp,regular_plural_subject_verb_agreement_1
Those customers,1,blimp,regular_plural_subject_verb_agreement_1
Many children,1,blimp,regular_plural_subject_verb_agreement_1
Samantha,0,blimp,regular_plural_subject_verb_agreement_1
Some drivers,1,blimp,regular_plural_subject_verb_agreement_1
Some patients,1,blimp,regular_plural_subject_verb_agreement_1
All governments,1,blimp,regular_plural_subject_verb_agreement_1
Sabrina,0,blimp,regular_plural_subject_verb_agreement_1
Some teacher,0,blimp,regular_plural_subject_verb_agreement_1
Todd,0,blimp,regular_plural_subject_verb_agreement_1
Amelia,0,blimp,regular_plural_subject_verb_agreement_1
All mountains,1,blimp,regular_plural_subject_verb_agreement_1
Charles,0,blimp,regular_plural_subject_verb_agreement_1
Actresses,1,blimp,regular_plural_subject_verb_agreement_1
All cashiers,1,blimp,regular_plural_subject_verb_agreement_1
A cup,0,blimp,regular_plural_subject_verb_agreement_1
These patients,1,blimp,regular_plural_subject_verb_agreement_1
Some adults,1,blimp,regular_plural_subject_verb_agreement_1
Waitresses,1,blimp,regular_plural_subject_verb_agreement_1
Thomas,0,blimp,regular_plural_subject_verb_agreement_1
Carlos,0,blimp,regular_plural_subject_verb_agreement_1
That actress,0,blimp,regular_plural_subject_verb_agreement_1
Vanessa,0,blimp,regular_plural_subject_verb_agreement_1
A guest,0,blimp,regular_plural_subject_verb_agreement_1
Jason,0,blimp,regular_plural_subject_verb_agreement_1
Literature,0,blimp,regular_plural_subject_verb_agreement_1
Joseph,0,blimp,regular_plural_subject_verb_agreement_1
James,0,blimp,regular_plural_subject_verb_agreement_1
This ladder,0,blimp,regular_plural_subject_verb_agreement_1
All waiters,1,blimp,regular_plural_subject_verb_agreement_1
A lot of customers,1,blimp,regular_plural_subject_verb_agreement_1
Michael,0,blimp,regular_plural_subject_verb_agreement_1
Douglas,0,blimp,regular_plural_subject_verb_agreement_1
That patient,0,blimp,regular_plural_subject_verb_agreement_1
Those banks,1,blimp,regular_plural_subject_verb_agreement_1
The customer,0,blimp,regular_plural_subject_verb_agreement_1
Every restaurant,0,blimp,regular_plural_subject_verb_agreement_1
The pie,0,blimp,regular_plural_subject_verb_agreement_1
Those waitresses,0,blimp,regular_plural_subject_verb_agreement_1
Catherine,0,blimp,regular_plural_subject_verb_agreement_1
Candice,0,blimp,regular_plural_subject_verb_agreement_1
That public park,0,blimp,regular_plural_subject_verb_agreement_1
Laurie,0,blimp,regular_plural_subject_verb_agreement_1
Kenneth,0,blimp,regular_plural_subject_verb_agreement_1
These senators,1,blimp,regular_plural_subject_verb_agreement_1
Heather,0,blimp,regular_plural_subject_verb_agreement_1
A lot of libraries,1,blimp,regular_plural_subject_verb_agreement_1
Brett,0,blimp,regular_plural_subject_verb_agreement_1
Every brochure,0,blimp,regular_plural_subject_verb_agreement_1
Museums,1,blimp,regular_plural_subject_verb_agreement_1
A lot of waiters,1,blimp,regular_plural_subject_verb_agreement_1
Veronica,0,blimp,regular_plural_subject_verb_agreement_1
These guys,1,blimp,regular_plural_subject_verb_agreement_1
Kendra,0,blimp,regular_plural_subject_verb_agreement_1
Those actors,1,blimp,regular_plural_subject_verb_agreement_1
Spain,0,blimp,regular_plural_subject_verb_agreement_1
These waitresses,1,blimp,regular_plural_subject_verb_agreement_1
Many adults,1,blimp,regular_plural_subject_verb_agreement_1
Tanya,0,blimp,regular_plural_subject_verb_agreement_1
Beth,0,blimp,regular_plural_subject_verb_agreement_1
Larry,0,blimp,regular_plural_subject_verb_agreement_1
The libraries,1,blimp,regular_plural_subject_verb_agreement_1
That movie,0,blimp,regular_plural_subject_verb_agreement_1
This cafe,0,blimp,regular_plural_subject_verb_agreement_1
A lot of organizations,1,blimp,regular_plural_subject_verb_agreement_1
A lot of pedestrians,1,blimp,regular_plural_subject_verb_agreement_1
A lot of reports,1,blimp,regular_plural_subject_verb_agreement_1
An actor,0,blimp,regular_plural_subject_verb_agreement_1
Becca,0,blimp,regular_plural_subject_verb_agreement_1
Those legislatures,1,blimp,regular_plural_subject_verb_agreement_1
Nancy,0,blimp,regular_plural_subject_verb_agreement_1
This hat,0,blimp,regular_plural_subject_verb_agreement_1
A pie,0,blimp,regular_plural_subject_verb_agreement_1
This library,0,blimp,regular_plural_subject_verb_agreement_1
Most fish,1,blimp,regular_plural_subject_verb_agreement_1
Some dresses,1,blimp,regular_plural_subject_verb_agreement_1
Many guests,1,blimp,regular_plural_subject_verb_agreement_1
A print,0,blimp,regular_plural_subject_verb_agreement_1
Ruth,0,blimp,regular_plural_subject_verb_agreement_1
Marla,0,blimp,regular_plural_subject_verb_agreement_1
Science,0,blimp,regular_plural_subject_verb_agreement_1
Some shoes,1,blimp,regular_plural_subject_verb_agreement_1
A lot of screens,1,blimp,regular_plural_subject_verb_agreement_1
Andrea,0,blimp,regular_plural_subject_verb_agreement_1
Some glove,0,blimp,regular_plural_subject_verb_agreement_1
Raymond,0,blimp,regular_plural_subject_verb_agreement_1
Brad,0,blimp,regular_plural_subject_verb_agreement_1
Those cashiers,1,blimp,regular_plural_subject_verb_agreement_1
All glasses,1,blimp,regular_plural_subject_verb_agreement_1
All actors,1,blimp,regular_plural_subject_verb_agreement_1
Kristin,0,blimp,regular_plural_subject_verb_agreement_1
Wayne,0,blimp,regular_plural_subject_verb_agreement_1
Naomi,0,blimp,regular_plural_subject_verb_agreement_1
Leslie,0,blimp,regular_plural_subject_verb_agreement_1
Mitchell,0,blimp,regular_plural_subject_verb_agreement_1
A lot of boxes,1,blimp,regular_plural_subject_verb_agreement_1
Many paintings,1,blimp,regular_plural_subject_verb_agreement_1
Ronald,0,blimp,regular_plural_subject_verb_agreement_1
Amanda,0,blimp,regular_plural_subject_verb_agreement_1
A lot of public parks,1,blimp,regular_plural_subject_verb_agreement_1
These children,1,blimp,regular_plural_subject_verb_agreement_1
Those students,1,blimp,regular_plural_subject_verb_agreement_1
That wheelbarrow,0,blimp,regular_plural_subject_verb_agreement_1
A lot of guys,1,blimp,regular_plural_subject_verb_agreement_1
Current events,1,blimp,regular_plural_subject_verb_agreement_1
Those guys,1,blimp,regular_plural_subject_verb_agreement_1
The hospital,0,blimp,regular_plural_subject_verb_agreement_1
Some candle,0,blimp,regular_plural_subject_verb_agreement_1
That bike,0,blimp,regular_plural_subject_verb_agreement_1
A lot of paintings,1,blimp,regular_plural_subject_verb_agreement_1
Daniel,0,blimp,regular_plural_subject_verb_agreement_1
Many skateboards,1,blimp,regular_plural_subject_verb_agreement_1
Girls,1,blimp,regular_plural_subject_verb_agreement_1
All patients,1,blimp,regular_plural_subject_verb_agreement_1
Sally,0,blimp,regular_plural_subject_verb_agreement_1
Matt,0,blimp,regular_plural_subject_verb_agreement_1
Carmen,0,blimp,regular_plural_subject_verb_agreement_1
The cars,1,blimp,regular_plural_subject_verb_agreement_1
Renee,0,blimp,regular_plural_subject_verb_agreement_1
Rose,0,blimp,regular_plural_subject_verb_agreement_1
A lot of peppers,1,blimp,regular_plural_subject_verb_agreement_1
These sketches,1,blimp,regular_plural_subject_verb_agreement_1
Actors,1,blimp,regular_plural_subject_verb_agreement_1
These drivers,1,blimp,regular_plural_subject_verb_agreement_1
Steve,0,blimp,regular_plural_subject_verb_agreement_1
Those ladies,1,blimp,regular_plural_subject_verb_agreement_1
Connie,0,blimp,regular_plural_subject_verb_agreement_1
Those teachers,1,blimp,regular_plural_subject_verb_agreement_1
Elaine,0,blimp,regular_plural_subject_verb_agreement_1
Theresa,0,blimp,regular_plural_subject_verb_agreement_1
Janet,0,blimp,regular_plural_subject_verb_agreement_1
This teenager,0,blimp,regular_plural_subject_verb_agreement_1
A horse,0,blimp,regular_plural_subject_verb_agreement_1
Rebecca,0,blimp,regular_plural_subject_verb_agreement_1
A lot of children,1,blimp,regular_plural_subject_verb_agreement_1
That snake,0,blimp,regular_plural_subject_verb_agreement_1
The paintings,1,blimp,regular_plural_subject_verb_agreement_1
Some cashier,0,blimp,regular_plural_subject_verb_agreement_1
Derek,0,blimp,regular_plural_subject_verb_agreement_1
Every organization,0,blimp,regular_plural_subject_verb_agreement_1
All doctors,1,blimp,regular_plural_subject_verb_agreement_1
A pedestrian,0,blimp,regular_plural_subject_verb_agreement_1
Christine,0,blimp,regular_plural_subject_verb_agreement_1
Boys,1,blimp,regular_plural_subject_verb_agreement_1
Robert,0,blimp,regular_plural_subject_verb_agreement_1
A lot of waitresses,1,blimp,regular_plural_subject_verb_agreement_1
This icicle,0,blimp,regular_plural_subject_verb_agreement_1
Most newspaper articles,1,blimp,regular_plural_subject_verb_agreement_1
Helen,0,blimp,regular_plural_subject_verb_agreement_1
Most students,1,blimp,regular_plural_subject_verb_agreement_1
The bird,0,blimp,regular_plural_subject_verb_agreement_1
That book,0,blimp,regular_plural_subject_verb_agreement_1
Those drawings,1,blimp,regular_plural_subject_verb_agreement_1
Peter,0,blimp,regular_plural_subject_verb_agreement_1
Diane,0,blimp,regular_plural_subject_verb_agreement_1
Monica,0,blimp,regular_plural_subject_verb_agreement_1
Some essay,0,blimp,regular_plural_subject_verb_agreement_1
Organizations,1,blimp,regular_plural_subject_verb_agreement_1
That skirt,0,blimp,regular_plural_subject_verb_agreement_1
Many committees,1,blimp,regular_plural_subject_verb_agreement_1
Most adults,1,blimp,regular_plural_subject_verb_agreement_1
All dancers,1,blimp,regular_plural_subject_verb_agreement_1
This waiter,0,blimp,regular_plural_subject_verb_agreement_1
All customers,1,blimp,regular_plural_subject_verb_agreement_1
This driver,0,blimp,regular_plural_subject_verb_agreement_1
Florence,0,blimp,regular_plural_subject_verb_agreement_1
Most children,1,blimp,regular_plural_subject_verb_agreement_1
All teachers,1,blimp,regular_plural_subject_verb_agreement_1
Some river,0,blimp,regular_plural_subject_verb_agreement_1
Some cashiers,1,blimp,regular_plural_subject_verb_agreement_1
Wendy,0,blimp,regular_plural_subject_verb_agreement_1
Brenda,0,blimp,regular_plural_subject_verb_agreement_1
Gina,0,blimp,regular_plural_subject_verb_agreement_1
Frank,0,blimp,regular_plural_subject_verb_agreement_1
Teresa,0,blimp,regular_plural_subject_verb_agreement_1
Every shirt,0,blimp,regular_plural_subject_verb_agreement_1
Most reports,1,blimp,regular_plural_subject_verb_agreement_1
The bank,0,blimp,regular_plural_subject_verb_agreement_1
Karen,0,blimp,regular_plural_subject_verb_agreement_1
Those children,1,blimp,regular_plural_subject_verb_agreement_1
Tara,0,blimp,regular_plural_subject_verb_agreement_1
This guest,0,blimp,regular_plural_subject_verb_agreement_1
Most senators,1,blimp,regular_plural_subject_verb_agreement_1
All documentaries,1,blimp,regular_plural_subject_verb_agreement_1
Travis,0,blimp,regular_plural_subject_verb_agreement_1
That guy,0,blimp,regular_plural_subject_verb_agreement_1
Keith,0,blimp,regular_plural_subject_verb_agreement_1
Every slope,0,blimp,regular_plural_subject_verb_agreement_1
Politics,0,blimp,regular_plural_subject_verb_agreement_1
Jerry,0,blimp,regular_plural_subject_verb_agreement_1
Roger,0,blimp,regular_plural_subject_verb_agreement_1
Vincent,0,blimp,regular_plural_subject_verb_agreement_1
Alan,0,blimp,regular_plural_subject_verb_agreement_1
Marie,0,blimp,regular_plural_subject_verb_agreement_1
Carla,0,blimp,regular_plural_subject_verb_agreement_1
These boys,1,blimp,regular_plural_subject_verb_agreement_1
Guests,1,blimp,regular_plural_subject_verb_agreement_1
Many waiters,1,blimp,regular_plural_subject_verb_agreement_1
A lot of patients,1,blimp,regular_plural_subject_verb_agreement_1
Most governments,1,blimp,regular_plural_subject_verb_agreement_1
The cashier,0,blimp,regular_plural_subject_verb_agreement_1
Becky,0,blimp,regular_plural_subject_verb_agreement_1
These ladies,1,blimp,regular_plural_subject_verb_agreement_1
These reports,1,blimp,regular_plural_subject_verb_agreement_1
The dancer,0,blimp,regular_plural_subject_verb_agreement_1
The lady,0,blimp,regular_plural_subject_verb_agreement_1
A lot of girls,1,blimp,regular_plural_subject_verb_agreement_1
Every box,0,blimp,regular_plural_subject_verb_agreement_1
The guy,0,blimp,regular_plural_subject_verb_agreement_1
Most closets,1,blimp,regular_plural_subject_verb_agreement_1
