sentence,label,group,source
The officer that loves the minister,0,ML,subj_rel_all
The officer that loves the taxi driver,0,ML,subj_rel_all
The officer that loves the assistant,0,ML,subj_rel_all
The officer that loves the executive,0,ML,subj_rel_all
The officer that loves the parent,0,ML,subj_rel_all
The teacher that likes the guard,0,ML,subj_rel_all
The teacher that likes the chef,0,ML,subj_rel_all
The teacher that likes the architect,0,ML,subj_rel_all
The teacher that likes the skater,0,ML,subj_rel_all
The teacher that likes the dancer,0,ML,subj_rel_all
The teacher that likes the minister,0,ML,subj_rel_all
The teacher that likes the taxi driver,0,ML,subj_rel_all
The teacher that likes the assistant,0,ML,subj_rel_all
The teacher that likes the executive,0,ML,subj_rel_all
The teacher that likes the parent,0,ML,subj_rel_all
The teacher that admires the guard,0,ML,subj_rel_all
The teacher that admires the chef,0,ML,subj_rel_all
The teacher that admires the architect,0,ML,subj_rel_all
The teacher that admires the skater,0,ML,subj_rel_all
The teacher that admires the dancer,0,ML,subj_rel_all
The teacher that admires the minister,0,ML,subj_rel_all
The teacher that admires the taxi driver,0,ML,subj_rel_all
The teacher that admires the assistant,0,ML,subj_rel_all
The teacher that admires the executive,0,ML,subj_rel_all
The teacher that admires the parent,0,ML,subj_rel_all
The teacher that hates the guard,0,ML,subj_rel_all
The teacher that hates the chef,0,ML,subj_rel_all
The teacher that hates the architect,0,ML,subj_rel_all
The teacher that hates the skater,0,ML,subj_rel_all
The teacher that hates the dancer,0,ML,subj_rel_all
The teacher that hates the minister,0,ML,subj_rel_all
The teacher that hates the taxi driver,0,ML,subj_rel_all
The teacher that hates the assistant,0,ML,subj_rel_all
The teacher that hates the executive,0,ML,subj_rel_all
The teacher that hates the parent,0,ML,subj_rel_all
The teacher that loves the guard,0,ML,subj_rel_all
The teacher that loves the chef,0,ML,subj_rel_all
The teacher that loves the architect,0,ML,subj_rel_all
The teacher that loves the skater,0,ML,subj_rel_all
The teacher that loves the dancer,0,ML,subj_rel_all
The teacher that loves the minister,0,ML,subj_rel_all
The teacher that loves the taxi driver,0,ML,subj_rel_all
The teacher that loves the assistant,0,ML,subj_rel_all
The teacher that loves the executive,0,ML,subj_rel_all
The teacher that loves the parent,0,ML,subj_rel_all
The senator that likes the guard,0,ML,subj_rel_all
The senator that likes the chef,0,ML,subj_rel_all
The senator that likes the architect,0,ML,subj_rel_all
The senator that likes the skater,0,ML,subj_rel_all
The senator that likes the dancer,0,ML,subj_rel_all
The senator that likes the minister,0,ML,subj_rel_all
The senator that likes the taxi driver,0,ML,subj_rel_all
The senator that likes the assistant,0,ML,subj_rel_all
The senator that likes the executive,0,ML,subj_rel_all
The senator that likes the parent,0,ML,subj_rel_all
The senator that admires the guard,0,ML,subj_rel_all
The senator that admires the chef,0,ML,subj_rel_all
The senator that admires the architect,0,ML,subj_rel_all
The senator that admires the skater,0,ML,subj_rel_all
The senator that admires the dancer,0,ML,subj_rel_all
The senator that admires the minister,0,ML,subj_rel_all
The senator that admires the taxi driver,0,ML,subj_rel_all
The senator that admires the assistant,0,ML,subj_rel_all
The senator that admires the executive,0,ML,subj_rel_all
The senator that admires the parent,0,ML,subj_rel_all
The senator that hates the guard,0,ML,subj_rel_all
The senator that hates the chef,0,ML,subj_rel_all
The senator that hates the architect,0,ML,subj_rel_all
The senator that hates the skater,0,ML,subj_rel_all
The senator that hates the dancer,0,ML,subj_rel_all
The senator that hates the minister,0,ML,subj_rel_all
The senator that hates the taxi driver,0,ML,subj_rel_all
The senator that hates the assistant,0,ML,subj_rel_all
The senator that hates the executive,0,ML,subj_rel_all
The senator that hates the parent,0,ML,subj_rel_all
The senator that loves the guard,0,ML,subj_rel_all
The senator that loves the chef,0,ML,subj_rel_all
The senator that loves the architect,0,ML,subj_rel_all
The senator that loves the skater,0,ML,subj_rel_all
The senator that loves the dancer,0,ML,subj_rel_all
The senator that loves the minister,0,ML,subj_rel_all
The senator that loves the taxi driver,0,ML,subj_rel_all
The senator that loves the assistant,0,ML,subj_rel_all
The senator that loves the executive,0,ML,subj_rel_all
The senator that loves the parent,0,ML,subj_rel_all
The consultant that likes the guard,0,ML,subj_rel_all
The consultant that likes the chef,0,ML,subj_rel_all
The consultant that likes the architect,0,ML,subj_rel_all
The consultant that likes the skater,0,ML,subj_rel_all
The consultant that likes the dancer,0,ML,subj_rel_all
The consultant that likes the minister,0,ML,subj_rel_all
The consultant that likes the taxi driver,0,ML,subj_rel_all
The consultant that likes the assistant,0,ML,subj_rel_all
The consultant that likes the executive,0,ML,subj_rel_all
The consultant that likes the parent,0,ML,subj_rel_all
The consultant that admires the guard,0,ML,subj_rel_all
The consultant that admires the chef,0,ML,subj_rel_all
The consultant that admires the architect,0,ML,subj_rel_all
The consultant that admires the skater,0,ML,subj_rel_all
The consultant that admires the dancer,0,ML,subj_rel_all
The consultant that admires the minister,0,ML,subj_rel_all
The consultant that admires the taxi driver,0,ML,subj_rel_all
The consultant that admires the assistant,0,ML,subj_rel_all
The consultant that admires the executive,0,ML,subj_rel_all
The consultant that admires the parent,0,ML,subj_rel_all
The consultant that hates the guard,0,ML,subj_rel_all
The consultant that hates the chef,0,ML,subj_rel_all
The consultant that hates the architect,0,ML,subj_rel_all
The consultant that hates the skater,0,ML,subj_rel_all
The consultant that hates the dancer,0,ML,subj_rel_all
The consultant that hates the minister,0,ML,subj_rel_all
The consultant that hates the taxi driver,0,ML,subj_rel_all
The consultant that hates the assistant,0,ML,subj_rel_all
The consultant that hates the executive,0,ML,subj_rel_all
The consultant that hates the parent,0,ML,subj_rel_all
The consultant that loves the guard,0,ML,subj_rel_all
The consultant that loves the chef,0,ML,subj_rel_all
The consultant that loves the architect,0,ML,subj_rel_all
The consultant that loves the skater,0,ML,subj_rel_all
The consultant that loves the dancer,0,ML,subj_rel_all
The consultant that loves the minister,0,ML,subj_rel_all
The consultant that loves the taxi driver,0,ML,subj_rel_all
The consultant that loves the assistant,0,ML,subj_rel_all
The consultant that loves the executive,0,ML,subj_rel_all
The consultant that loves the parent,0,ML,subj_rel_all
The author that likes the guards,0,ML,subj_rel_all
The author that likes the chefs,0,ML,subj_rel_all
The author that likes the architects,0,ML,subj_rel_all
The author that likes the skaters,0,ML,subj_rel_all
The author that likes the dancers,0,ML,subj_rel_all
The author that likes the ministers,0,ML,subj_rel_all
The author that likes the taxi drivers,0,ML,subj_rel_all
The author that likes the assistants,0,ML,subj_rel_all
The author that likes the executives,0,ML,subj_rel_all
The author that likes the parents,0,ML,subj_rel_all
The author that admires the guards,0,ML,subj_rel_all
The author that admires the chefs,0,ML,subj_rel_all
The author that admires the architects,0,ML,subj_rel_all
The author that admires the skaters,0,ML,subj_rel_all
The author that admires the dancers,0,ML,subj_rel_all
The author that admires the ministers,0,ML,subj_rel_all
The author that admires the taxi drivers,0,ML,subj_rel_all
The author that admires the assistants,0,ML,subj_rel_all
The author that admires the executives,0,ML,subj_rel_all
The author that admires the parents,0,ML,subj_rel_all
The author that hates the guards,0,ML,subj_rel_all
The author that hates the chefs,0,ML,subj_rel_all
The author that hates the architects,0,ML,subj_rel_all
The author that hates the skaters,0,ML,subj_rel_all
The author that hates the dancers,0,ML,subj_rel_all
The author that hates the ministers,0,ML,subj_rel_all
The author that hates the taxi drivers,0,ML,subj_rel_all
The author that hates the assistants,0,ML,subj_rel_all
The author that hates the executives,0,ML,subj_rel_all
The author that hates the parents,0,ML,subj_rel_all
The author that loves the guards,0,ML,subj_rel_all
The author that loves the chefs,0,ML,subj_rel_all
The author that loves the architects,0,ML,subj_rel_all
The author that loves the skaters,0,ML,subj_rel_all
The author that loves the dancers,0,ML,subj_rel_all
The author that loves the ministers,0,ML,subj_rel_all
The author that loves the taxi drivers,0,ML,subj_rel_all
The author that loves the assistants,0,ML,subj_rel_all
The author that loves the executives,0,ML,subj_rel_all
The author that loves the parents,0,ML,subj_rel_all
The pilot that likes the guards,0,ML,subj_rel_all
The pilot that likes the chefs,0,ML,subj_rel_all
The pilot that likes the architects,0,ML,subj_rel_all
The pilot that likes the skaters,0,ML,subj_rel_all
The pilot that likes the dancers,0,ML,subj_rel_all
The pilot that likes the ministers,0,ML,subj_rel_all
The pilot that likes the taxi drivers,0,ML,subj_rel_all
The pilot that likes the assistants,0,ML,subj_rel_all
The pilot that likes the executives,0,ML,subj_rel_all
The pilot that likes the parents,0,ML,subj_rel_all
The pilot that admires the guards,0,ML,subj_rel_all
The pilot that admires the chefs,0,ML,subj_rel_all
The pilot that admires the architects,0,ML,subj_rel_all
The pilot that admires the skaters,0,ML,subj_rel_all
The pilot that admires the dancers,0,ML,subj_rel_all
The pilot that admires the ministers,0,ML,subj_rel_all
The pilot that admires the taxi drivers,0,ML,subj_rel_all
The pilot that admires the assistants,0,ML,subj_rel_all
The pilot that admires the executives,0,ML,subj_rel_all
The pilot that admires the parents,0,ML,subj_rel_all
The pilot that hates the guards,0,ML,subj_rel_all
The pilot that hates the chefs,0,ML,subj_rel_all
The pilot that hates the architects,0,ML,subj_rel_all
The pilot that hates the skaters,0,ML,subj_rel_all
The pilot that hates the dancers,0,ML,subj_rel_all
The pilot that hates the ministers,0,ML,subj_rel_all
The pilot that hates the taxi drivers,0,ML,subj_rel_all
The pilot that hates the assistants,0,ML,subj_rel_all
The pilot that hates the executives,0,ML,subj_rel_all
The pilot that hates the parents,0,ML,subj_rel_all
The pilot that loves the guards,0,ML,subj_rel_all
The pilot that loves the chefs,0,ML,subj_rel_all
The pilot that loves the architects,0,ML,subj_rel_all
The pilot that loves the skaters,0,ML,subj_rel_all
The pilot that loves the dancers,0,ML,subj_rel_all
The pilot that loves the ministers,0,ML,subj_rel_all
The pilot that loves the taxi drivers,0,ML,subj_rel_all
The pilot that loves the assistants,0,ML,subj_rel_all
The pilot that loves the executives,0,ML,subj_rel_all
The pilot that loves the parents,0,ML,subj_rel_all
The surgeon that likes the guards,0,ML,subj_rel_all
The surgeon that likes the chefs,0,ML,subj_rel_all
The surgeon that likes the architects,0,ML,subj_rel_all
The surgeon that likes the skaters,0,ML,subj_rel_all
The surgeon that likes the dancers,0,ML,subj_rel_all
The surgeon that likes the ministers,0,ML,subj_rel_all
The surgeon that likes the taxi drivers,0,ML,subj_rel_all
The surgeon that likes the assistants,0,ML,subj_rel_all
The surgeon that likes the executives,0,ML,subj_rel_all
The surgeon that likes the parents,0,ML,subj_rel_all
The surgeon that admires the guards,0,ML,subj_rel_all
The surgeon that admires the chefs,0,ML,subj_rel_all
The surgeon that admires the architects,0,ML,subj_rel_all
The surgeon that admires the skaters,0,ML,subj_rel_all
The surgeon that admires the dancers,0,ML,subj_rel_all
The surgeon that admires the ministers,0,ML,subj_rel_all
The surgeon that admires the taxi drivers,0,ML,subj_rel_all
The surgeon that admires the assistants,0,ML,subj_rel_all
The surgeon that admires the executives,0,ML,subj_rel_all
The surgeon that admires the parents,0,ML,subj_rel_all
The surgeon that hates the guards,0,ML,subj_rel_all
The surgeon that hates the chefs,0,ML,subj_rel_all
The surgeon that hates the architects,0,ML,subj_rel_all
The surgeon that hates the skaters,0,ML,subj_rel_all
The surgeon that hates the dancers,0,ML,subj_rel_all
The surgeon that hates the ministers,0,ML,subj_rel_all
The surgeon that hates the taxi drivers,0,ML,subj_rel_all
The surgeon that hates the assistants,0,ML,subj_rel_all
The surgeon that hates the executives,0,ML,subj_rel_all
The surgeon that hates the parents,0,ML,subj_rel_all
The surgeon that loves the guards,0,ML,subj_rel_all
The surgeon that loves the chefs,0,ML,subj_rel_all
The surgeon that loves the architects,0,ML,subj_rel_all
The surgeon that loves the skaters,0,ML,subj_rel_all
The surgeon that loves the dancers,0,ML,subj_rel_all
The surgeon that loves the ministers,0,ML,subj_rel_all
The surgeon that loves the taxi drivers,0,ML,subj_rel_all
The surgeon that loves the assistants,0,ML,subj_rel_all
The surgeon that loves the executives,0,ML,subj_rel_all
The surgeon that loves the parents,0,ML,subj_rel_all
The farmer that likes the guards,0,ML,subj_rel_all
The farmer that likes the chefs,0,ML,subj_rel_all
The farmer that likes the architects,0,ML,subj_rel_all
The farmer that likes the skaters,0,ML,subj_rel_all
The farmer that likes the dancers,0,ML,subj_rel_all
The farmer that likes the ministers,0,ML,subj_rel_all
The farmer that likes the taxi drivers,0,ML,subj_rel_all
The farmer that likes the assistants,0,ML,subj_rel_all
The farmer that likes the executives,0,ML,subj_rel_all
The farmer that likes the parents,0,ML,subj_rel_all
The farmer that admires the guards,0,ML,subj_rel_all
The farmer that admires the chefs,0,ML,subj_rel_all
The farmer that admires the architects,0,ML,subj_rel_all
The farmer that admires the skaters,0,ML,subj_rel_all
The farmer that admires the dancers,0,ML,subj_rel_all
The farmer that admires the ministers,0,ML,subj_rel_all
The farmer that admires the taxi drivers,0,ML,subj_rel_all
The farmer that admires the assistants,0,ML,subj_rel_all
The farmer that admires the executives,0,ML,subj_rel_all
The farmer that admires the parents,0,ML,subj_rel_all
The farmer that hates the guards,0,ML,subj_rel_all
The farmer that hates the chefs,0,ML,subj_rel_all
The farmer that hates the architects,0,ML,subj_rel_all
The farmer that hates the skaters,0,ML,subj_rel_all
The farmer that hates the dancers,0,ML,subj_rel_all
The farmer that hates the ministers,0,ML,subj_rel_all
The farmer that hates the taxi drivers,0,ML,subj_rel_all
The farmer that hates the assistants,0,ML,subj_rel_all
The farmer that hates the executives,0,ML,subj_rel_all
The farmer that hates the parents,0,ML,subj_rel_all
The farmer that loves the guards,0,ML,subj_rel_all
The farmer that loves the chefs,0,ML,subj_rel_all
The farmer that loves the architects,0,ML,subj_rel_all
The farmer that loves the skaters,0,ML,subj_rel_all
The farmer that loves the dancers,0,ML,subj_rel_all
The farmer that loves the ministers,0,ML,subj_rel_all
The farmer that loves the taxi drivers,0,ML,subj_rel_all
The farmer that loves the assistants,0,ML,subj_rel_all
The farmer that loves the executives,0,ML,subj_rel_all
The farmer that loves the parents,0,ML,subj_rel_all
The manager that likes the guards,0,ML,subj_rel_all
The manager that likes the chefs,0,ML,subj_rel_all
The manager that likes the architects,0,ML,subj_rel_all
The manager that likes the skaters,0,ML,subj_rel_all
The manager that likes the dancers,0,ML,subj_rel_all
The manager that likes the ministers,0,ML,subj_rel_all
The manager that likes the taxi drivers,0,ML,subj_rel_all
The manager that likes the assistants,0,ML,subj_rel_all
The manager that likes the executives,0,ML,subj_rel_all
The manager that likes the parents,0,ML,subj_rel_all
The manager that admires the guards,0,ML,subj_rel_all
The manager that admires the chefs,0,ML,subj_rel_all
The manager that admires the architects,0,ML,subj_rel_all
The manager that admires the skaters,0,ML,subj_rel_all
The manager that admires the dancers,0,ML,subj_rel_all
The manager that admires the ministers,0,ML,subj_rel_all
The manager that admires the taxi drivers,0,ML,subj_rel_all
The manager that admires the assistants,0,ML,subj_rel_all
